 demo                     
  SWAT+ 2024-08-27        MODULAR Rev 2024.61.0.1-33-g68b1328                   
  
                                                                            --YIELD (kg/ha)--
  jday   mon   day    yr    unit PLANTNM                         MASS          C           N           P
   366    12    31  1976       6    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1976       7    corn                        0.000       0.000       0.000       0.000
   366    12    31  1976       7    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1976       8    corn                        0.000       0.000       0.000       0.000
   366    12    31  1976       8    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1976       9    corn                        0.000       0.000       0.000       0.000
   366    12    31  1976       9    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1976      10    corn                        0.000       0.000       0.000       0.000
   366    12    31  1976      10    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1976      11    corn                        0.000       0.000       0.000       0.000
   366    12    31  1976      11    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1976      12    corn                        0.000       0.000       0.000       0.000
   366    12    31  1976      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1977       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1977       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1977       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1977       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1977       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1977       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1977       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1977       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1977       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1977       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1977       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1977       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1977       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1977       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1977       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1977       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1977       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1977       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1977      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1977      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1977      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1977      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1977      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1977      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1978       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1978       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1978       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1978       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1978       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1978       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1978       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1978       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1978       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1978       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1978       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1978       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1978       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1978       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1978       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1978       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1978       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1978       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1978      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1978      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1978      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1978      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1978      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1978      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1979       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1979       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1979       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1979       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1979       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1979       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1979       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1979       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1979       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1979       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1979       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1979       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1979       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1979       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1979       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1979       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1979       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1979       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1979      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1979      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1979      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1979      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1979      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1979      12    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1980       1    corn                        0.000       0.000       0.000       0.000
   366    12    31  1980       1    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1980       2    corn                        0.000       0.000       0.000       0.000
   366    12    31  1980       2    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1980       3    corn                        0.000       0.000       0.000       0.000
   366    12    31  1980       3    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1980       4    corn                        0.000       0.000       0.000       0.000
   366    12    31  1980       4    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1980       5    corn                        0.000       0.000       0.000       0.000
   366    12    31  1980       5    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1980       6    corn                        0.000       0.000       0.000       0.000
   366    12    31  1980       6    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1980       7    corn                        0.000       0.000       0.000       0.000
   366    12    31  1980       7    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1980       8    corn                        0.000       0.000       0.000       0.000
   366    12    31  1980       8    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1980       9    corn                        0.000       0.000       0.000       0.000
   366    12    31  1980       9    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1980      10    corn                        0.000       0.000       0.000       0.000
   366    12    31  1980      10    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1980      11    corn                        0.000       0.000       0.000       0.000
   366    12    31  1980      11    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1980      12    corn                        0.000       0.000       0.000       0.000
   366    12    31  1980      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1981       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1981       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1981       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1981       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1981       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1981       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1981       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1981       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1981       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1981       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1981       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1981       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1981       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1981       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1981       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1981       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1981       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1981       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1981      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1981      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1981      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1981      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1981      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1981      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1982       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1982       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1982       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1982       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1982       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1982       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1982       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1982       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1982       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1982       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1982       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1982       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1982       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1982       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1982       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1982       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1982       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1982       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1982      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1982      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1982      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1982      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1982      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1982      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1983       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1983       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1983       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1983       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1983       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1983       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1983       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1983       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1983       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1983       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1983       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1983       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1983       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1983       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1983       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1983       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1983       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1983       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1983      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1983      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1983      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1983      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1983      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1983      12    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1984       1    corn                        0.000       0.000       0.000       0.000
   366    12    31  1984       1    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1984       2    corn                        0.000       0.000       0.000       0.000
   366    12    31  1984       2    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1984       3    corn                        0.000       0.000       0.000       0.000
   366    12    31  1984       3    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1984       4    corn                        0.000       0.000       0.000       0.000
   366    12    31  1984       4    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1984       5    corn                        0.000       0.000       0.000       0.000
   366    12    31  1984       5    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1984       6    corn                        0.000       0.000       0.000       0.000
   366    12    31  1984       6    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1984       7    corn                        0.000       0.000       0.000       0.000
   366    12    31  1984       7    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1984       8    corn                        0.000       0.000       0.000       0.000
   366    12    31  1984       8    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1984       9    corn                        0.000       0.000       0.000       0.000
   366    12    31  1984       9    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1984      10    corn                        0.000       0.000       0.000       0.000
   366    12    31  1984      10    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1984      11    corn                        0.000       0.000       0.000       0.000
   366    12    31  1984      11    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1984      12    corn                        0.000       0.000       0.000       0.000
   366    12    31  1984      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1985       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1985       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1985       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1985       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1985       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1985       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1985       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1985       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1985       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1985       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1985       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1985       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1985       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1985       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1985       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1985       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1985       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1985       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1985      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1985      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1985      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1985      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1985      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1985      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1986       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1986       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1986       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1986       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1986       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1986       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1986       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1986       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1986       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1986       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1986       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1986       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1986       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1986       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1986       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1986       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1986       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1986       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1986      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1986      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1986      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1986      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1986      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1986      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1987       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1987       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1987       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1987       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1987       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1987       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1987       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1987       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1987       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1987       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1987       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1987       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1987       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1987       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1987       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1987       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1987       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1987       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1987      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1987      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1987      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1987      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1987      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1987      12    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1988       1    corn                        0.000       0.000       0.000       0.000
   366    12    31  1988       1    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1988       2    corn                        0.000       0.000       0.000       0.000
   366    12    31  1988       2    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1988       3    corn                        0.000       0.000       0.000       0.000
   366    12    31  1988       3    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1988       4    corn                        0.000       0.000       0.000       0.000
   366    12    31  1988       4    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1988       5    corn                        0.000       0.000       0.000       0.000
   366    12    31  1988       5    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1988       6    corn                        0.000       0.000       0.000       0.000
   366    12    31  1988       6    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1988       7    corn                        0.000       0.000       0.000       0.000
   366    12    31  1988       7    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1988       8    corn                        0.000       0.000       0.000       0.000
   366    12    31  1988       8    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1988       9    corn                        0.000       0.000       0.000       0.000
   366    12    31  1988       9    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1988      10    corn                        0.000       0.000       0.000       0.000
   366    12    31  1988      10    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1988      11    corn                        0.000       0.000       0.000       0.000
   366    12    31  1988      11    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1988      12    corn                        0.000       0.000       0.000       0.000
   366    12    31  1988      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1989       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1989       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1989       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1989       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1989       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1989       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1989       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1989       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1989       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1989       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1989       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1989       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1989       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1989       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1989       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1989       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1989       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1989       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1989      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1989      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1989      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1989      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1989      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1989      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1990       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1990       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1990       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1990       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1990       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1990       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1990       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1990       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1990       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1990       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1990       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1990       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1990       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1990       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1990       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1990       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1990       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1990       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1990      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1990      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1990      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1990      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1990      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1990      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1991       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1991       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1991       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1991       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1991       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1991       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1991       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1991       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1991       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1991       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1991       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1991       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1991       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1991       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1991       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1991       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1991       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1991       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1991      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1991      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1991      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1991      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1991      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1991      12    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1992       1    corn                        0.000       0.000       0.000       0.000
   366    12    31  1992       1    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1992       2    corn                        0.000       0.000       0.000       0.000
   366    12    31  1992       2    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1992       3    corn                        0.000       0.000       0.000       0.000
   366    12    31  1992       3    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1992       4    corn                        0.000       0.000       0.000       0.000
   366    12    31  1992       4    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1992       5    corn                        0.000       0.000       0.000       0.000
   366    12    31  1992       5    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1992       6    corn                        0.000       0.000       0.000       0.000
   366    12    31  1992       6    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1992       7    corn                        0.000       0.000       0.000       0.000
   366    12    31  1992       7    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1992       8    corn                        0.000       0.000       0.000       0.000
   366    12    31  1992       8    soyb                        0.000       0.000       0.000       0.000
